,Fahrzeugklasse,Fahrzeugart_Code,Fahrzeugart,Marken_Code,Marke,Marke_und_Typ,Typ1,Typ2,Typ3,Typ4,Typengenehmigungs-Nr,Typengenehmigungs-Nr_Zusatz,Karosserieform_Code,Karosserieform,Farbe,Farbe_Zusatz,Sitzplätze,Sitzplätze_vorne,Stehplätze,Leergewicht,Nutzlast,Gesamtgewicht,Gesamtzugsgewicht,Anhängelast,Dachlast,Tankinhalt_Aufbaus,Hubraum,Zylinder,Leistung,Motorkennzeichen,Treibstoff_Code,Treibstoff,CO2,Emissionscode,Energieeffizienzkategorie,Getriebe_Code,Getriebe,Getriebe_Detailcode,Antrieb_Code,Antrieb,Achsen,Erstinverkehrsetzung_Jahr,Erstinverkehrsetzung_Monat,Erstinvekehrsetzung_Kanton,Erstinverkehrsetzung_Staat,Gebrauchtcode,Ersterfassung_Jahr,Ersterfassung_Monat,Schildfarbe_Code,Schildfarbe,Schildart_Code,Schildart,Inverkehrsetzung_Status_Code,Inverkehrsetzung_Kanton,PLZ,Ort,BFS-Gemeinde-Nr,Staat_Code,Staat,Halterart_Code,Halterart,Besondere_Verwendung_Code,Besondere_Verwendung,Unnamed: 63
3591977,M1,1,Personenwagen,4050,OPEL,OPEL Astra G18 Cvan,Astra G18 Cvan,Astra,G18,Cvan,1OA612,,161,Stationswagen,Grau,Metallic,5,2,0,1269,511,1780,0,1150,100,0,1796,4,85.0,,B,Benzin,204.0,B02,G,M,Mechanisch,M5,V,Vorderrad,2,2000,1,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,905,CH,Schweiz,1,männlich,,,
247884,M1,1,Personenwagen,4009,AUDI,AUDI A4 Av.qu. 2.0TDI,A4 Av.qu. 2.0TDI,A4,Av.qu.,2.0TDI,1AD348,,161,Stationswagen,Blau,,5,2,0,1730,495,2225,0,0,90,0,1968,4,110,CSUA,D,Diesel,127.0,B6b,C,M,Mechanisch,M6,A,Allrad,2,2015,1,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,92,CH,Schweiz,1,männlich,,,
2260299,M1,1,Personenwagen,6320,HYUNDAI,Hyundai iX35 2.0,iX35 2.0,iX35,2.0,,1XF119,,163,Limousine,Schwarz,,5,2,0,1581,449,2030,0,0,100,0,1998,4,120.0,,B,Benzin,200.0,B5b,G,A,Automat,A6,A,Allrad,2,2013,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5413,CH,Schweiz,3,juristisch,,,
3437275,M1,1,Personenwagen,5063,NISSAN,NISSAN Qashqai 2.0 4x4,Qashqai 2.0 4x4,Qashqai,2.0,4x4,1NA716,,161,Stationswagen,Weiss,Metallic,5,2,0,1480,480,1960,0,1200,75,0,1997,4,104.0,MR20,B,Benzin,182.0,B5b,G,S,Stufenlos,S,A,Allrad,2,2013,12,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2939,CH,Schweiz,1,männlich,,,
3517739,M1,1,Personenwagen,4050,OPEL,OPEL Frontera B22,Frontera B22,Frontera,B22,,1OA632,,163,Limousine,Grau,,5,2,0,1860,540,2400,0,2600,100,0,2198,4,100.0,,B,Benzin,273.0,B02,G,M,Mechanisch,M5,A,Allrad,2,2000,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1701,CH,Schweiz,2,weiblich,,,
5458688,M1,1,Personenwagen,2114,TOYOTA,TOYOTA Yaris 1.33,Yaris 1.33,Yaris,1.33,,1TA410,,163,Limousine,Grau,Metallic,5,2,0,1155,325,1480,0,0,70,0,1329,4,74,1NR,B,Benzin,120.0,B04,E,M,Mechanisch,M6,V,Vorderrad,2,2009,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,939,CH,Schweiz,2,weiblich,,,
4866323,M1,1,Personenwagen,4465,SMART,SMART fortwo coupé,fortwo coupé,fortwo,coupé,,1SF280,,163,Limousine,Grau,,2,2,0,845,205,1050,0,0,0,0,999,3,62.0,3B21,B,Benzin,115.0,B5b,E,M,Mechanisch,M5A,H,Hinterrad,2,2014,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5281,CH,Schweiz,1,männlich,,,
2736424,M1,1,Personenwagen,7110,MAZDA,Mazda 5 2.0,5 2.0,5,2.0,,1MA803,,161,Stationswagen,Grau,,7,2,0,1485,640,2125,0,1200,75,0,1999,4,110.0,LF,B,Benzin,159.0,B5a,G,M,Mechanisch,M6,V,Vorderrad,2,2011,8,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2403,CH,Schweiz,1,männlich,,,
3259633,M1,1,Personenwagen,5235,MINI,MINI Countryman,Countryman,Countryman,,,1MQ452,,161,Stationswagen,Grau,,5,2,0,1685,465,2150,0,0,75,0,1998,4,170,B48A20B,B,Benzin,158.0,B6b,F,A,Automat,A8,A,Allrad,2,2018,7,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,717,CH,Schweiz,1,männlich,,,
2958644,M1,1,Personenwagen,4043,MERCEDES-BENZ,MERCEDES-BENZ GLA 200,GLA 200,GLA,200,,1MG314,,161,Stationswagen,Schwarz,,5,2,0,1435,505,1940,0,0,75,0,1595,4,115.0,270910.0,B,Benzin,135.0,B6b,F,M,Mechanisch,M7A,V,Vorderrad,2,2018,2,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1703,CH,Schweiz,1,männlich,3.0,Fahrschulfahrzeug,
3987629,,61,Kleinmotorrad,2076,PEUGEOT,PEUGEOT Speedfight,Speedfight,Speedfight,,,6PA105,,285,Roller,Grau,Metallic,2,1,0,166,104,270,0,0,0,0,49,1,2.5,,B,Benzin,,C00,,S,Stufenlos,S,H,Hinterrad,2,1998,8,Kanton,,,,,2.0,"Gelb, Kleinmotorrad",N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4048,CH,Schweiz,2,weiblich,,,
4861758,M1,1,Personenwagen,4465,SMART,SMART Cabrio,Cabrio,Cabrio,,,1SF205,,176,Offen mit Verdeck / Hardtop,Schwarz,,2,2,0,815,175,990,0,0,0,0,698,3,45.0,15,B,Benzin,120.0,B04,G,M,Mechanisch,M6S,H,Hinterrad,2,2005,11,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6487,CH,Schweiz,1,männlich,,,
2503462,M1,1,Personenwagen,6319,KIA,KIA Sportage 1.6 TGDI,Sportage 1.6 TGDI,Sportage,1.6,TGDI,1KA426,,161,Stationswagen,Weiss,,5,2,0,1609,581,2190,0,0,100,0,1591,4,130.0,G4FJ,B,Benzin,175.0,B6b,G,M,Mechanisch,M7A,A,Allrad,2,2018,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2096,CH,Schweiz,3,juristisch,,,
232052,M1,1,Personenwagen,4009,AUDI,AUDI A4 Avant 2.0TDI,A4 Avant 2.0TDI,A4,Avant,2.0TDI,1AC621,,161,Stationswagen,Schwarz,Metallic,5,2,0,1615,510,2125,0,0,90,0,1968,4,105,CAGA,D,Diesel,155.0,B5a,F,S,Stufenlos,SM,V,Vorderrad,2,2011,2,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3722,CH,Schweiz,2,weiblich,,,
3597491,M1,1,Personenwagen,4050,OPEL,OPEL Astra G16,Astra G16,Astra,G16,,1OA607,,163,Limousine,Grün,Metallic,5,2,0,1214,481,1695,0,0,100,0,1598,4,74.0,,B,Benzin,202.0,B02,G,A,Automat,A4,V,Vorderrad,2,2000,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3293,CH,Schweiz,1,männlich,,,
2891362,M1,1,Personenwagen,4043,MERCEDES-BENZ,MERCEDES-BENZ SL 350,SL 350,SL,350,,1MD133,,176,Offen mit Verdeck / Hardtop,Grau,Metallic,2,2,0,1755,295,2050,0,0,50,0,3724,6,180.0,,B,Benzin,281.0,B04,G,A,Automat,A5,H,Hinterrad,2,2003,10,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5002,CH,Schweiz,2,weiblich,,,
5573657,M1,1,Personenwagen,6404,VOLVO,VOLVO V70 2.5T,V70 2.5T,V70,2.5T,,1VA511,,161,Stationswagen,Grau,Metallic,5,2,0,1679,601,2280,0,0,100,0,2521,5,147.0,,B,Benzin,248.0,B04,G,A,Automat,A6,V,Vorderrad,2,2008,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,546,CH,Schweiz,3,juristisch,,,
3270626,M1,1,Personenwagen,5235,MINI,MINI Cooper Cabrio,Cooper Cabrio,Cooper,Cabrio,,1MN464,,176,Offen mit Verdeck / Hardtop,Weiss,,4,2,0,1240,355,1595,0,0,0,0,1598,4,90,N16B16A,B,Benzin,133.0,B5a,F,M,Mechanisch,M6,V,Vorderrad,2,2010,10,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5721,CH,Schweiz,2,weiblich,,,
5359775,M1,1,Personenwagen,7107,TOYOTA,TOYOTA RAV4 2.0,RAV4 2.0,RAV4,2.0,,1TA462,,161,Stationswagen,Grau,Metallic,5,2,0,1645,465,2110,0,0,100,0,1987,4,116.0,3ZR,B,Benzin,177.0,B04,G,S,Stufenlos,S,A,Allrad,2,2010,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6140,CH,Schweiz,1,männlich,,,
967081,M1,1,Personenwagen,2026,CITROEN,Citroen Picasso 1.6i,Picasso 1.6i,Picasso,1.6i,,1CD552,,163,Limousine,Blau,,5,2,0,1315,475,1790,0,0,80,0,1587,4,70.0,,B,Benzin,178.0,B03,G,M,Mechanisch,M5,V,Vorderrad,2,2004,4,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,7008,CH,Schweiz,1,männlich,,,
2504371,M1,1,Personenwagen,6319,KIA,KIA Sportage 2.0D AT,Sportage 2.0D AT,Sportage,2.0D,AT,1KA429,,161,Stationswagen,Grau,Metallic,5,2,0,1859,391,2250,0,1900,100,0,1995,4,100.0,,D,Diesel,154.0,B6b,F,A,Automat,A6,A,Allrad,2,2016,12,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4028,CH,Schweiz,1,männlich,7.0,Berufsmässiger Personentransport,
4167271,O2,90,Sachentransportanhänger,1733,RAST,RAST .,.,.,,,X,,108,Brücke,Beige,,0,0,0,413,1287,1700,0,0,0,0,0,0,0,,,,,,,,,,,,1,1977,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3215,CH,Schweiz,1,männlich,,,
3086953,M1,1,Personenwagen,4043,MERCEDES-BENZ,MERCEDES-BENZ C 400 4m,C 400 4m,C,400,4m,1MH631,,163,Limousine,Schwarz,Metallic,5,2,0,1715,540,2255,0,0,75,0,2996,6,245.0,276823,B,Benzin,202.0,B6d,G,A,Automat,A9,A,Allrad,2,2018,10,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6249,CH,Schweiz,1,männlich,,,
2132306,O2,90,Sachentransportanhänger,8513,HUMBAUR,HUMBAUR HT 3000 G,HT 3000 G,HT,3000,G,9HC160,,108,Brücke,Grau,,0,0,0,520,2480,3000,0,0,0,0,0,0,0,,,,,,,,,,,,2,2017,3,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3295,CH,Schweiz,3,juristisch,,,
1899957,M1,1,Personenwagen,7101,HONDA,Honda Accord 2.4i Sedan,Accord 2.4i Sedan,Accord,2.4i,Sedan,1HA318,,163,Limousine,Weiss,,5,2,0,1554,441,1995,0,0,60,0,2354,4,148.0,K24Z3,B,Benzin,207.0,B5a,G,M,Mechanisch,M6,V,Vorderrad,2,2011,3,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6608,CH,Schweiz,1,männlich,,,
1444779,M1,1,Personenwagen,3019,FIAT,FIAT 500 1.4 16V,500 1.4 16V,500,1.4,16V,1FB475,,163,Limousine,Weiss,,4,2,0,1005,365,1370,0,0,50,0,1368,4,73.5,169A3000,B,Benzin,135.0,B5a,G,M,Mechanisch,M6,V,Vorderrad,2,2010,6,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4139,CH,Schweiz,2,weiblich,,,
6215046,M1,1,Personenwagen,4017,VW,VW Polo GTI,Polo GTI,Polo,GTI,,1VD777,,163,Limousine,Weiss,,5,2,0,1269,411,1680,0,0,75,0,1390,4,132.0,CAVE,B,Benzin,139.0,B5a,F,M,Mechanisch,M7A,V,Vorderrad,2,2011,8,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3339,CH,Schweiz,2,weiblich,,,
1883133,,60,Motorrad,7101,HONDA,HONDA VTR1000SP,VTR1000SP,VTR1000SP,,,6HA187,,0,---,Weiss,,2,0,0,293,105,398,0,0,0,0,999,2,99.0,,B,Benzin,,C00,,M,Mechanisch,M6,H,Hinterrad,2,2002,3,Kanton,,,,,1.0,Weiss (Motorrad),N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3339,CH,Schweiz,1,männlich,,,
479058,L3,60,Motorrad,4012,BMW,BMW K1600GTL,K1600GTL,K1600GTL,,,6BA451,,0,---,Schwarz,,2,1,0,423,137,560,0,0,0,0,1650,6,118,166EA,B,Benzin,,C03,,M,Mechanisch,M6,H,Hinterrad,2,2015,10,Kanton,,,,,1.0,Weiss (Motorrad),N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1630,CH,Schweiz,1,männlich,,,
5469808,M1,1,Personenwagen,2114,TOYOTA,Toyota Yaris 1.33 S,Yaris 1.33 S,Yaris,1.33,S,1TA496,,163,Limousine,Schwarz,Metallic,5,2,0,1130,350,1480,0,0,70,0,1329,4,73,1NR,B,Benzin,121.0,B5b,F,S,Stufenlos,S,V,Vorderrad,2,2012,2,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4851,CH,Schweiz,1,männlich,,,
1501090,,90,Sachentransportanhänger,9318,FITZEL,FITZEL Pionier P 600,Pionier P 600,Pionier,P,600,9F5501,,108,Brücke,Grau,,0,0,0,170,480,650,0,0,0,0,0,0,0,,,,,,,,,,,,1,1990,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4163,CH,Schweiz,1,männlich,,,
6166108,M1,1,Personenwagen,4017,VW,VW PassatV 2.0DBMT4M,PassatV 2.0DBMT4M,PassatV,2.0DBMT4M,,1VE663,,161,Stationswagen,Weiss,,5,2,0,1672,608,2280,0,0,100,0,1968,4,130,CFGC,D,Diesel,149.0,B5b,F,M,Mechanisch,M6A,A,Allrad,2,2014,4,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2198,CH,Schweiz,1,männlich,,,
5022935,M1,1,Personenwagen,7116,SUBARU,Subaru Forester 2.0i AWD,Forester 2.0i AWD,Forester,2.0i,AWD,1SC797,,161,Stationswagen,Schwarz,Metallic,5,2,0,1632,383,2015,0,0,80,0,1995,4,110,FB20,B,Benzin,150.0,B6b,F,S,Stufenlos,SM,A,Allrad,2,2016,6,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3101,CH,Schweiz,1,männlich,,,
1421801,M1,10,Leichter Motorwagen,3019,FIAT,Fiat Pilote G700C,Pilote G700C,Pilote,G700C,,,X,234,Wohnwagen,Weiss,,4,2,0,3161,339,3500,0,0,0,0,2287,4,110,,D,Diesel,,B6b,,M,Mechanisch,M6A,V,Vorderrad,2,2018,4,Kanton,,A,2018.0,4.0,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,161,CH,Schweiz,1,männlich,,,
3566548,M1,1,Personenwagen,4050,OPEL,OPEL Corsa D 1.4,Corsa D 1.4,Corsa,D,1.4,1OB739,,163,Limousine,Weiss,,5,2,0,1225,400,1625,0,0,75,0,1398,4,74.0,A14XER,B,Benzin,134.0,B5b,F,M,Mechanisch,M5,V,Vorderrad,2,2013,3,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3271,CH,Schweiz,1,männlich,,,
